IDIndikator;Indikator;mes;god;idter;nter;vrednost;CreateDate;LastUpdate;IDLegenda;nIzvorI
IND02M46;Број активних предузетника по NACE Rev.2  (сектор S);12;2020;70475;Голубац;10;1/12/2021 2:07:53 PM;1/12/2021 2:07:53 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M47;Број активних предузетника по NACE Rev.2  (сектор T);12;2020;70475;Голубац;0;1/12/2021 2:07:53 PM;1/12/2021 2:07:53 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M48;Број активних предузетника по NACE Rev.2  (сектор U);12;2020;70475;Голубац;0;1/12/2021 2:07:53 PM;1/12/2021 2:07:53 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M49;Број основаних предузетника;12;2020;70475;Голубац;1;1/12/2021 2:07:53 PM;1/12/2021 2:07:53 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M50;Број брисаних предузетника;12;2020;70475;Голубац;1;1/12/2021 2:07:53 PM;1/12/2021 2:07:53 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M51;Број активних предузетника у ликвидацији;12;2020;70475;Голубац;0;1/12/2021 2:07:53 PM;1/12/2021 2:07:53 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M52;Број активних предузетника у стечају;12;2020;70475;Голубац;0;1/12/2021 2:07:53 PM;1/12/2021 2:07:53 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M53;Број извозника ;11;2020;70475;Голубац;1;12/30/2020 1:45:56 PM;12/30/2020 1:45:56 PM;P;Управа царине и Електро мрежа Србије (УЦ и ЕМС)
IND02M54;Вредност извоза у РСД;11;2020;70475;Голубац;3074531.9;12/30/2020 1:45:56 PM;12/30/2020 1:45:56 PM;P;Управа царине и Електро мрежа Србије (УЦ и ЕМС)
IND02M55;Вредност извоза у УСД;11;2020;70475;Голубац;26150.5528381503;12/30/2020 1:45:56 PM;12/30/2020 1:45:56 PM;P;Управа царине и Електро мрежа Србије (УЦ и ЕМС)
IND02M56;Вредност извоза у ЕУР;11;2020;70475;Голубац;30884.5403655519;12/30/2020 1:45:56 PM;12/30/2020 1:45:56 PM;P;Управа царине и Електро мрежа Србије (УЦ и ЕМС)
IND03M03;Број регистрованих незапослених ;12;2020;70475;Голубац;342;1/14/2021 3:42:52 PM;1/14/2021 3:42:52 PM;A;Национална служба за запошљавање (НСЗ)
IND03M08;Просечна нето зарада за месец, према општини пребивалишта запослених;11;2020;70475;Голубац;46893;1/19/2021 12:27:15 PM;1/25/2021 12:00:17 PM;A;Републички завод за статистику (РЗС)
IND03M09;Просечна нето зарада за период јануар-текући месец, према општини пребивалишта запослених;11;2020;70475;Голубац;45662;1/19/2021 12:27:14 PM;1/25/2021 12:00:18 PM;A;Републички завод за статистику (РЗС)
IND00M01;Градоначелник/председник општине;01;2021;70483;Горњи Милановац;ДЕЈАН КОВАЧЕВИЋ;1/4/2021 7:39:27 AM;1/4/2021 7:39:27 AM;A;Републички завод за статистику (РЗС)
IND01G01;Површина (у км²);00;2020;70483;Горњи Милановац;836;1/27/2021 10:15:39 AM;1/27/2021 10:22:18 AM;A;Републички геодетски завод (РГЗ)
IND01G02;Број становника - процена (последњи расположив податак за годину);00;2019;70483;Горњи Милановац;41154;7/1/2020 1:01:17 PM;7/1/2020 1:01:17 PM;A;Републички завод за статистику (РЗС)
IND01G03;Густина насељености (број становника / км2);00;2019;70483;Горњи Милановац;49;7/1/2020 1:01:17 PM;7/1/2020 1:01:17 PM;A;Републички завод за статистику (РЗС)
IND01G04;Број насеља;00;2020;70483;Горњи Милановац;63;1/27/2021 10:15:39 AM;1/27/2021 10:22:18 AM;A;Републички завод за статистику (РЗС)
IND01G05;Број живорођених;00;2019;70483;Горњи Милановац;370;7/13/2020 2:47:40 PM;7/13/2020 2:47:40 PM;A;Републички завод за статистику (РЗС)
IND01G07;Степен развијености ЈЛС према Закону о регионалном развоју;00;2014;70483;Горњи Милановац;II група;2/10/2017 8:48:45 AM;2/10/2017 8:48:45 AM;A;Министарство привреде
IND01G08;Степен развијености е-управе;00;2015;70483;Горњи Милановац;0.449552038646233;6/15/2017 1:26:49 PM;6/15/2017 1:26:49 PM;A;Канцеларија за информационе технологије и електронску управу (ИТЕ)
IND01G10;Укупна дужина водоводне мреже;00;2017;70483;Горњи Милановац;732;4/4/2019 11:17:56 AM;4/4/2019 11:17:56 AM;A;Републички завод за статистику (РЗС)
IND01G1001;Број становника према Попису 2011;00;2011;70483;Горњи Милановац;44406;2/10/2017 9:32:24 AM;2/10/2017 9:32:24 AM;A;Републички завод за статистику (РЗС)
IND01G1002;Број домаћинстава према Попису 2011;00;2011;70483;Горњи Милановац;15606;2/10/2017 9:20:42 AM;4/12/2017 1:01:02 PM;A;Републички завод за статистику (РЗС)
IND01G11;Укупна дужина канализационе мреже;00;2017;70483;Горњи Милановац;185;4/4/2019 12:04:39 PM;4/4/2019 2:34:50 PM;A;Републички завод за статистику (РЗС)
IND02G01;Број великих предузећа ;00;2017;70483;Горњи Милановац;1;8/21/2018 5:04:06 PM;8/21/2018 5:04:06 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02G02;Број средњих предузећа ;00;2017;70483;Горњи Милановац;7;8/21/2018 5:04:06 PM;8/21/2018 5:04:06 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02G03;Број малих предузећа ;00;2017;70483;Горњи Милановац;47;8/21/2018 5:04:06 PM;8/21/2018 5:04:06 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02G04;Број микро предузећа;00;2017;70483;Горњи Милановац;360;8/21/2018 5:04:06 PM;8/21/2018 5:04:06 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
