IDIndikator;Indikator;mes;god;idter;nter;vrednost;CreateDate;LastUpdate;IDLegenda;nIzvorI
IND02M38;Број активних предузетника по NACE Rev.2  (сектор K);12;2020;70025;Алексинац;10;1/12/2021 2:07:54 PM;1/12/2021 2:07:54 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M39;Број активних предузетника по NACE Rev.2  (сектор L);12;2020;70025;Алексинац;2;1/12/2021 2:07:54 PM;1/12/2021 2:07:54 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M40;Број активних предузетника по NACE Rev.2  (сектор M);12;2020;70025;Алексинац;100;1/12/2021 2:07:54 PM;1/12/2021 2:07:54 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M41;Број активних предузетника по NACE Rev.2  (сектор N);12;2020;70025;Алексинац;32;1/12/2021 2:07:54 PM;1/12/2021 2:07:54 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M42;Број активних предузетника по NACE Rev.2  (сектор O);12;2020;70025;Алексинац;0;1/12/2021 2:07:54 PM;1/12/2021 2:07:54 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M43;Број активних предузетника по NACE Rev.2  (сектор P);12;2020;70025;Алексинац;8;1/12/2021 2:07:54 PM;1/12/2021 2:07:54 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M44;Број активних предузетника по NACE Rev.2  (сектор Q);12;2020;70025;Алексинац;15;1/12/2021 2:07:54 PM;1/12/2021 2:07:54 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M45;Број активних предузетника по NACE Rev.2  (сектор R);12;2020;70025;Алексинац;16;1/12/2021 2:07:54 PM;1/12/2021 2:07:54 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M46;Број активних предузетника по NACE Rev.2  (сектор S);12;2020;70025;Алексинац;85;1/12/2021 2:07:54 PM;1/12/2021 2:07:54 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M47;Број активних предузетника по NACE Rev.2  (сектор T);12;2020;70025;Алексинац;0;1/12/2021 2:07:54 PM;1/12/2021 2:07:54 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M48;Број активних предузетника по NACE Rev.2  (сектор U);12;2020;70025;Алексинац;0;1/12/2021 2:07:54 PM;1/12/2021 2:07:54 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M49;Број основаних предузетника;12;2020;70025;Алексинац;11;1/12/2021 2:07:54 PM;1/12/2021 2:07:54 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M50;Број брисаних предузетника;12;2020;70025;Алексинац;11;1/12/2021 2:07:54 PM;1/12/2021 2:07:54 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M51;Број активних предузетника у ликвидацији;12;2020;70025;Алексинац;0;1/12/2021 2:07:54 PM;1/12/2021 2:07:54 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M52;Број активних предузетника у стечају;12;2020;70025;Алексинац;0;1/12/2021 2:07:54 PM;1/12/2021 2:07:54 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M53;Број извозника ;11;2020;70025;Алексинац;25;12/30/2020 1:45:56 PM;12/30/2020 1:45:56 PM;P;Управа царине и Електро мрежа Србије (УЦ и ЕМС)
IND02M54;Вредност извоза у РСД;11;2020;70025;Алексинац;1158083843.31;12/30/2020 1:45:56 PM;12/30/2020 1:45:56 PM;P;Управа царине и Електро мрежа Србије (УЦ и ЕМС)
IND02M55;Вредност извоза у УСД;11;2020;70025;Алексинац;9850106.09590895;12/30/2020 1:45:56 PM;12/30/2020 1:45:56 PM;P;Управа царине и Електро мрежа Србије (УЦ и ЕМС)
IND02M56;Вредност извоза у ЕУР;11;2020;70025;Алексинац;11635906.1269253;12/30/2020 1:45:56 PM;12/30/2020 1:45:56 PM;P;Управа царине и Електро мрежа Србије (УЦ и ЕМС)
IND03M03;Број регистрованих незапослених ;12;2020;70025;Алексинац;5638;1/14/2021 3:42:52 PM;1/14/2021 3:42:52 PM;A;Национална служба за запошљавање (НСЗ)
IND03M08;Просечна нето зарада за месец, према општини пребивалишта запослених;11;2020;70025;Алексинац;49394;1/19/2021 12:27:15 PM;1/25/2021 12:00:17 PM;A;Републички завод за статистику (РЗС)
IND03M09;Просечна нето зарада за период јануар-текући месец, према општини пребивалишта запослених;11;2020;70025;Алексинац;47896;1/19/2021 12:27:14 PM;1/25/2021 12:00:18 PM;A;Републички завод за статистику (РЗС)
IND00M01;Градоначелник/председник општине;01;2021;70033;Аранђеловац;БОЈАН РАДОВИЋ;1/4/2021 7:39:27 AM;1/4/2021 7:39:27 AM;A;Републички завод за статистику (РЗС)
